longitude,latitude,time,year,fid,original_class,class_crop_type,label_crop_type
30.03541587,47.42639604,2022-04-15,2022,111,Summer_cro,3,Summer crop
37.9072456,48.43174799,2022-04-15,2022,112,Summer_cro,3,Summer crop
34.26945503,50.02420241,2022-04-15,2022,114,Winter_cer,1,Winter cereals
31.33905731,48.65142332,2022-04-15,2022,115,Rapeseed,2,Rapeseed
34.16940307,46.9013282,2022-04-15,2022,119,Rapeseed,2,Rapeseed
36.72943125,47.31507664,2022-04-15,2022,120,Summer_cro,3,Summer crop
39.12564607,48.15993256,2022-04-15,2022,121,Summer_cro,3,Summer crop
35.86744691,49.28715389,2022-04-15,2022,123,Winter_cer,1,Winter cereals
34.1380025,48.12985153,2022-04-15,2022,124,Winter_cer,1,Winter cereals
24.30941603,48.93359712,2022-04-15,2022,127,Rapeseed,2,Rapeseed
34.53773622,45.50587942,2022-04-15,2022,128,Summer_cro,3,Summer crop
33.78780135,46.51073742,2022-04-15,2022,129,Rapeseed,2,Rapeseed
35.87327382,48.44826704,2022-04-15,2022,130,Rapeseed,2,Rapeseed
33.94084463,47.07324547,2022-04-15,2022,132,Rapeseed,2,Rapeseed
36.30959505,47.53646105,2022-04-15,2022,134,Summer_cro,3,Summer crop
35.25705273,47.37350109,2022-04-15,2022,136,Summer_cro,3,Summer crop
30.01758725,46.05498162,2022-04-15,2022,137,Winter_cer,1,Winter cereals
27.58694837,48.9460879,2022-04-15,2022,138,Rapeseed,2,Rapeseed
26.63565017,48.98599962,2022-04-15,2022,139,Winter_cer,1,Winter cereals
33.25326733,45.55474841,2022-04-15,2022,140,Winter_cer,1,Winter cereals
29.95716066,47.12672973,2022-04-15,2022,141,Rapeseed,2,Rapeseed
30.22371957,45.99324474,2022-04-15,2022,142,Winter_cer,1,Winter cereals
33.95216752,48.77384489,2022-04-15,2022,143,Summer_cro,3,Summer crop
34.65863444,47.70859462,2022-04-15,2022,144,Rapeseed,2,Rapeseed
33.20898149,51.48312214,2022-04-15,2022,146,Summer_cro,3,Summer crop
32.88091116,46.91858358,2022-04-15,2022,148,Summer_cro,3,Summer crop
37.06280773,50.23237155,2022-04-15,2022,149,Summer_cro,3,Summer crop
28.85829843,45.46737311,2022-04-15,2022,150,Winter_cer,1,Winter cereals
31.0698208,51.63142605,2022-04-15,2022,151,Winter_cer,1,Winter cereals
39.85568151,49.48450478,2022-04-15,2022,152,Winter_cer,1,Winter cereals
33.57448214,47.72766676,2022-04-15,2022,153,Summer_cro,3,Summer crop
36.55152217,46.90491458,2022-04-15,2022,155,Rapeseed,2,Rapeseed
27.0554115,50.62634144,2022-04-15,2022,157,Summer_cro,3,Summer crop
34.19126714,47.05418278,2022-04-15,2022,159,Rapeseed,2,Rapeseed
37.44396198,47.03841909,2022-04-15,2022,160,Summer_cro,3,Summer crop
23.08947986,49.71306753,2022-04-15,2022,161,Rapeseed,2,Rapeseed
24.31162748,50.57815103,2022-04-15,2022,163,Winter_cer,1,Winter cereals
32.83417452,48.30100185,2022-04-15,2022,164,Summer_cro,3,Summer crop
39.23174704,49.15088484,2022-04-15,2022,165,Summer_cro,3,Summer crop
25.87768317,49.41640864,2022-04-15,2022,167,Winter_cer,1,Winter cereals
34.86937473,48.62439836,2022-04-15,2022,170,Rapeseed,2,Rapeseed
38.92713284,48.23250019,2022-04-15,2022,171,Winter_cer,1,Winter cereals
37.53530965,47.57484882,2022-04-15,2022,173,Summer_cro,3,Summer crop
31.28095839,50.10932127,2022-04-15,2022,175,Summer_cro,3,Summer crop
33.49283816,46.74396677,2022-04-15,2022,176,Rapeseed,2,Rapeseed
27.46330437,50.46862632,2022-04-15,2022,177,Winter_cer,1,Winter cereals
25.80947929,49.58491923,2022-04-15,2022,178,Rapeseed,2,Rapeseed
36.41647605,49.75968017,2022-04-15,2022,180,Summer_cro,3,Summer crop
31.87347987,48.92525099,2022-04-15,2022,181,Rapeseed,2,Rapeseed
24.14570622,51.26168445,2022-04-15,2022,182,Rapeseed,2,Rapeseed
35.0206399,46.4310675,2022-04-15,2022,183,Summer_cro,3,Summer crop
39.42590723,49.61895308,2022-04-15,2022,184,Summer_cro,3,Summer crop
33.92734587,46.61173921,2022-04-15,2022,185,Rapeseed,2,Rapeseed
39.0851127,49.10675481,2022-04-15,2022,186,Winter_cer,1,Winter cereals
35.8840271,47.15566658,2022-04-15,2022,187,Summer_cro,3,Summer crop
34.49723323,46.76056284,2022-04-15,2022,188,Rapeseed,2,Rapeseed
31.38702406,46.75739813,2022-04-15,2022,189,Winter_cer,1,Winter cereals
34.81767939,50.72594269,2022-04-15,2022,190,Summer_cro,3,Summer crop
37.4002239,47.55836131,2022-04-15,2022,192,Rapeseed,2,Rapeseed
36.16507239,47.52871915,2022-04-15,2022,193,Winter_cer,1,Winter cereals
28.27007485,49.79666911,2022-04-15,2022,194,Rapeseed,2,Rapeseed
34.27603622,47.90044247,2022-04-15,2022,195,Rapeseed,2,Rapeseed
34.71508234,46.79383535,2022-04-15,2022,196,Summer_cro,3,Summer crop
37.12167707,47.27300212,2022-04-15,2022,197,Winter_cer,1,Winter cereals
37.31160894,49.27386821,2022-04-15,2022,198,Summer_cro,3,Summer crop
39.5077461,48.95466389,2022-04-15,2022,199,Winter_cer,1,Winter cereals
29.79740702,47.55288969,2022-04-15,2022,200,Summer_cro,3,Summer crop
31.04240389,47.81269295,2022-04-15,2022,203,Winter_cer,1,Winter cereals
38.46569313,47.69093359,2022-04-15,2022,204,Winter_cer,1,Winter cereals
34.48437575,45.72124247,2022-04-15,2022,205,Summer_cro,3,Summer crop
39.90417596,49.12817742,2022-04-15,2022,206,Summer_cro,3,Summer crop
38.82128856,49.73375003,2022-04-15,2022,207,Summer_cro,3,Summer crop
33.09238304,45.44126053,2022-04-15,2022,208,Summer_cro,3,Summer crop
31.56033633,51.16465862,2022-04-15,2022,209,Winter_cer,1,Winter cereals
30.03769259,46.79289659,2022-04-15,2022,210,Winter_cer,1,Winter cereals
38.9573742,48.26938518,2022-04-15,2022,211,Winter_cer,1,Winter cereals
37.827221,47.82320264,2022-04-15,2022,213,Summer_cro,3,Summer crop
23.91701643,50.40701689,2022-04-15,2022,214,Rapeseed,2,Rapeseed
35.10153176,49.60229105,2022-04-15,2022,215,Winter_cer,1,Winter cereals
35.8927643,48.83004379,2022-04-15,2022,216,Winter_cer,1,Winter cereals
31.22122854,51.77134059,2022-04-15,2022,217,Winter_cer,1,Winter cereals
32.16631565,47.1261115,2022-04-15,2022,220,Rapeseed,2,Rapeseed
26.267031,50.48538529,2022-04-15,2022,221,Summer_cro,3,Summer crop
35.22676403,48.22720173,2022-04-15,2022,222,Winter_cer,1,Winter cereals
36.79703735,47.6363096,2022-04-15,2022,223,Summer_cro,3,Summer crop
34.68381031,46.30049856,2022-04-15,2022,224,Summer_cro,3,Summer crop
26.68870646,48.91755572,2022-04-15,2022,225,Summer_cro,3,Summer crop
32.4276476,46.9149846,2022-04-15,2022,226,Winter_cer,1,Winter cereals
32.45192679,46.94903865,2022-04-15,2022,227,Winter_cer,1,Winter cereals
34.83663425,47.77223336,2022-04-15,2022,231,Winter_cer,1,Winter cereals
30.291006,47.18975715,2022-04-15,2022,232,Winter_cer,1,Winter cereals
32.53045746,48.4379032,2022-04-15,2022,233,Summer_cro,3,Summer crop
39.92366126,49.18969542,2022-04-15,2022,234,Summer_cro,3,Summer crop
38.28644468,49.37968726,2022-04-15,2022,235,Summer_cro,3,Summer crop
33.82962361,45.78684037,2022-04-15,2022,236,Summer_cro,3,Summer crop
34.18865426,49.94481159,2022-04-15,2022,239,Winter_cer,1,Winter cereals
35.05081091,45.28051908,2022-04-15,2022,241,Winter_cer,1,Winter cereals
35.16001428,46.75813854,2022-04-15,2022,243,Summer_cro,3,Summer crop
34.17674805,45.73285418,2022-04-15,2022,245,Winter_cer,1,Winter cereals
30.35660326,48.31798655,2022-04-15,2022,247,Summer_cro,3,Summer crop
35.09786003,49.85356167,2022-04-15,2022,248,Winter_cer,1,Winter cereals
36.78602726,47.57882804,2022-04-15,2022,249,Rapeseed,2,Rapeseed
35.30438866,46.81776818,2022-04-15,2022,250,Summer_cro,3,Summer crop
33.62789769,46.54448782,2022-04-15,2022,252,Summer_cro,3,Summer crop
34.35397078,46.46586871,2022-04-15,2022,253,Rapeseed,2,Rapeseed
38.26664193,49.52621144,2022-04-15,2022,254,Rapeseed,2,Rapeseed
31.26914895,49.83689905,2022-04-15,2022,255,Rapeseed,2,Rapeseed
34.31821492,47.12120993,2022-04-15,2022,256,Summer_cro,3,Summer crop
29.4602743,46.16475233,2022-04-15,2022,257,Rapeseed,2,Rapeseed
34.28541485,51.7726762,2022-04-15,2022,259,Summer_cro,3,Summer crop
32.76629124,46.2900134,2022-04-15,2022,260,Summer_cro,3,Summer crop
29.50270033,49.08604206,2022-04-15,2022,261,Rapeseed,2,Rapeseed
33.0207431,48.06932418,2022-04-15,2022,264,Winter_cer,1,Winter cereals
32.03304451,46.76157659,2022-04-15,2022,267,Summer_cro,3,Summer crop
30.40788876,49.31150266,2022-04-15,2022,271,Winter_cer,1,Winter cereals
32.46022357,49.94194159,2022-04-15,2022,272,Summer_cro,3,Summer crop
35.53287216,48.50706223,2022-04-15,2022,274,Winter_cer,1,Winter cereals
31.0741411,51.36935894,2022-04-15,2022,275,Summer_cro,3,Summer crop
36.25136166,49.15873518,2022-04-15,2022,276,Summer_cro,3,Summer crop
34.66030455,46.19508809,2022-04-15,2022,277,Rapeseed,2,Rapeseed
33.97555,45.95190864,2022-04-15,2022,279,Winter_cer,1,Winter cereals
34.64208101,46.84077435,2022-04-15,2022,280,Rapeseed,2,Rapeseed
36.49263103,47.19167364,2022-04-15,2022,281,Summer_cro,3,Summer crop
35.36296511,47.4618927,2022-04-15,2022,282,Rapeseed,2,Rapeseed
36.33936926,47.92861003,2022-04-15,2022,283,Summer_cro,3,Summer crop
35.14587736,46.57690942,2022-04-15,2022,284,Rapeseed,2,Rapeseed
34.84434161,45.33404752,2022-04-15,2022,287,Summer_cro,3,Summer crop
33.88499513,45.23280488,2022-04-15,2022,288,Summer_cro,3,Summer crop
39.10781369,48.97280153,2022-04-15,2022,290,Summer_cro,3,Summer crop
24.24579646,50.15822508,2022-04-15,2022,291,Rapeseed,2,Rapeseed
22.98317433,48.1316284,2022-04-15,2022,292,Summer_cro,3,Summer crop
30.79951223,47.38877687,2022-04-15,2022,293,Summer_cro,3,Summer crop
33.73679199,47.42026307,2022-04-15,2022,294,Rapeseed,2,Rapeseed
35.10441692,46.40129248,2022-04-15,2022,295,Rapeseed,2,Rapeseed
37.11788977,47.35953056,2022-04-15,2022,297,Winter_cer,1,Winter cereals
32.60786338,46.1353089,2022-04-15,2022,298,Winter_cer,1,Winter cereals
32.96059608,47.28753094,2022-04-15,2022,303,Summer_cro,3,Summer crop
29.79441652,46.30585737,2022-04-15,2022,304,Rapeseed,2,Rapeseed
36.55851807,48.46708305,2022-04-15,2022,305,Summer_cro,3,Summer crop
34.43929653,46.30304926,2022-04-15,2022,307,Winter_cer,1,Winter cereals
32.17504579,50.02251532,2022-04-15,2022,308,Summer_cro,3,Summer crop
39.13624815,48.50685849,2022-04-15,2022,310,Summer_cro,3,Summer crop
29.78582931,46.22118846,2022-04-15,2022,312,Winter_cer,1,Winter cereals
35.84199875,45.16201628,2022-04-15,2022,313,Summer_cro,3,Summer crop
35.9915217,47.53336686,2022-04-15,2022,314,Rapeseed,2,Rapeseed
33.78180012,45.78128861,2022-04-15,2022,316,Summer_cro,3,Summer crop
39.94954779,49.19489215,2022-04-15,2022,317,Winter_cer,1,Winter cereals
37.8985729,49.84205964,2022-04-15,2022,318,Summer_cro,3,Summer crop
28.3389097,50.26281152,2022-04-15,2022,319,Summer_cro,3,Summer crop
33.8165687,46.57755125,2022-04-15,2022,320,Rapeseed,2,Rapeseed
30.42516462,46.72824295,2022-04-15,2022,321,Rapeseed,2,Rapeseed
34.86055358,48.3341135,2022-04-15,2022,322,Rapeseed,2,Rapeseed
38.4167605,47.71426476,2022-04-15,2022,323,Summer_cro,3,Summer crop
33.87812223,50.79642928,2022-04-15,2022,324,Summer_cro,3,Summer crop
32.90233006,49.99611512,2022-04-15,2022,325,Summer_cro,3,Summer crop
35.74055343,46.75828543,2022-04-15,2022,326,Summer_cro,3,Summer crop
35.79472369,47.12679657,2022-04-15,2022,327,Rapeseed,2,Rapeseed
31.45566656,52.05721171,2022-04-15,2022,328,Winter_cer,1,Winter cereals
26.59279769,48.53524762,2022-04-15,2022,329,Rapeseed,2,Rapeseed
33.13015447,46.46769796,2022-04-15,2022,330,Rapeseed,2,Rapeseed
35.14881715,46.5389487,2022-04-15,2022,331,Rapeseed,2,Rapeseed
37.43828422,50.06756977,2022-04-15,2022,332,Winter_cer,1,Winter cereals
39.65747184,49.05479189,2022-04-15,2022,333,Summer_cro,3,Summer crop
35.4641606,47.26235823,2022-04-15,2022,334,Winter_cer,1,Winter cereals
29.43452919,50.34863908,2022-04-15,2022,335,Summer_cro,3,Summer crop
36.89539647,46.93107873,2022-04-15,2022,337,Summer_cro,3,Summer crop
29.89586017,49.84821832,2022-04-15,2022,338,Rapeseed,2,Rapeseed
36.85475519,47.24276527,2022-04-15,2022,339,Summer_cro,3,Summer crop
36.02550159,47.49120813,2022-04-15,2022,340,Rapeseed,2,Rapeseed
34.80113186,47.28929198,2022-04-15,2022,341,Summer_cro,3,Summer crop
34.07209957,47.30984476,2022-04-15,2022,342,Winter_cer,1,Winter cereals
26.41391552,49.30920824,2022-04-15,2022,343,Summer_cro,3,Summer crop
32.29652699,49.29381386,2022-04-15,2022,344,Winter_cer,1,Winter cereals
33.26476528,45.30941617,2022-04-15,2022,345,Winter_cer,1,Winter cereals
34.05862569,46.74788459,2022-04-15,2022,346,Summer_cro,3,Summer crop
30.69381197,47.36360582,2022-04-15,2022,347,Rapeseed,2,Rapeseed
34.485598,47.25299068,2022-04-15,2022,349,Summer_cro,3,Summer crop
34.5794753,49.90278966,2022-04-15,2022,350,Summer_cro,3,Summer crop
36.78513034,47.08477156,2022-04-15,2022,351,Summer_cro,3,Summer crop
36.21390254,50.37576926,2022-04-15,2022,353,Winter_cer,1,Winter cereals
34.55512978,47.33863613,2022-04-15,2022,354,Rapeseed,2,Rapeseed
33.61977062,47.22468274,2022-04-15,2022,356,Rapeseed,2,Rapeseed
25.72478667,49.94687225,2022-04-15,2022,357,Summer_cro,3,Summer crop
31.82378632,48.1763398,2022-04-15,2022,358,Summer_cro,3,Summer crop
35.30617115,50.03477327,2022-04-15,2022,359,Summer_cro,3,Summer crop
38.80779076,48.95924182,2022-04-15,2022,360,Summer_cro,3,Summer crop
30.62772123,47.66001934,2022-04-15,2022,362,Summer_cro,3,Summer crop
32.57922746,48.42406696,2022-04-15,2022,364,Summer_cro,3,Summer crop
26.27700962,49.87218186,2022-04-15,2022,365,Rapeseed,2,Rapeseed
33.25544202,46.27000872,2022-04-15,2022,367,Summer_cro,3,Summer crop
34.37289389,48.5897615,2022-04-15,2022,368,Rapeseed,2,Rapeseed
33.94656109,46.62747253,2022-04-15,2022,369,Summer_cro,3,Summer crop
30.06096148,49.60042387,2022-04-15,2022,370,Rapeseed,2,Rapeseed
32.910434,46.8724393,2022-04-15,2022,371,Winter_cer,1,Winter cereals
37.68855738,47.61911299,2022-04-15,2022,372,Summer_cro,3,Summer crop
35.05089876,47.42222313,2022-04-15,2022,373,Summer_cro,3,Summer crop
30.09765681,46.00621689,2022-04-15,2022,374,Rapeseed,2,Rapeseed
31.49083129,47.98758568,2022-04-15,2022,375,Summer_cro,3,Summer crop
38.65192372,49.6909145,2022-04-15,2022,378,Summer_cro,3,Summer crop
30.20556493,49.87948202,2022-04-15,2022,379,Rapeseed,2,Rapeseed
25.1747032,48.73015005,2022-04-15,2022,383,Rapeseed,2,Rapeseed
32.23730495,51.22280917,2022-04-15,2022,384,Summer_cro,3,Summer crop
33.26407143,50.22171615,2022-04-15,2022,385,Summer_cro,3,Summer crop
36.85014885,49.70361338,2022-04-15,2022,386,Winter_cer,1,Winter cereals
34.09210033,46.77603661,2022-04-15,2022,387,Rapeseed,2,Rapeseed
28.93188377,49.34661604,2022-04-15,2022,388,Winter_cer,1,Winter cereals
29.28383283,47.69709039,2022-04-15,2022,390,Rapeseed,2,Rapeseed
31.29824868,47.76060251,2022-04-15,2022,391,Winter_cer,1,Winter cereals
33.50945019,48.56373894,2022-04-15,2022,392,Rapeseed,2,Rapeseed
39.83631766,49.18700442,2022-04-15,2022,393,Summer_cro,3,Summer crop
36.81612777,47.64246942,2022-04-15,2022,394,Summer_cro,3,Summer crop
32.79465053,47.36837557,2022-04-15,2022,395,Rapeseed,2,Rapeseed
32.14816705,48.07015701,2022-04-15,2022,396,Summer_cro,3,Summer crop
37.09690598,50.24606189,2022-04-15,2022,397,Winter_cer,1,Winter cereals
28.05598883,48.92491786,2022-04-15,2022,398,Rapeseed,2,Rapeseed
28.41271017,49.70093124,2022-04-15,2022,399,Summer_cro,3,Summer crop
35.90670662,47.09856282,2022-04-15,2022,400,Winter_cer,1,Winter cereals
36.66306766,47.00289975,2022-04-15,2022,401,Summer_cro,3,Summer crop
26.2845922,50.59453184,2022-04-15,2022,403,Summer_cro,3,Summer crop
38.68644812,49.13299602,2022-04-15,2022,404,Winter_cer,1,Winter cereals
36.56851125,49.63885574,2022-04-15,2022,405,Summer_cro,3,Summer crop
36.28892582,47.53797262,2022-04-15,2022,406,Winter_cer,1,Winter cereals
36.04821069,47.1939903,2022-04-15,2022,407,Rapeseed,2,Rapeseed
25.23715315,49.78631567,2022-04-15,2022,408,Summer_cro,3,Summer crop
33.03809438,50.50668769,2022-04-15,2022,409,Summer_cro,3,Summer crop
34.2999712,46.82430037,2022-04-15,2022,410,Rapeseed,2,Rapeseed
26.84317188,50.50120417,2022-04-15,2022,412,Summer_cro,3,Summer crop
36.76404142,48.87764629,2022-04-15,2022,413,Summer_cro,3,Summer crop
31.27863595,48.38258398,2022-04-15,2022,414,Winter_cer,1,Winter cereals
33.8299824,45.76927676,2022-04-15,2022,415,Winter_cer,1,Winter cereals
29.92009835,45.87726431,2022-04-15,2022,416,Winter_cer,1,Winter cereals
25.08481199,49.66181702,2022-04-15,2022,418,Summer_cro,3,Summer crop
33.42336692,48.88388203,2022-04-15,2022,419,Rapeseed,2,Rapeseed
38.61985848,49.87176287,2022-04-15,2022,420,Summer_cro,3,Summer crop
37.14004795,47.30863531,2022-04-15,2022,421,Winter_cer,1,Winter cereals
31.10517354,49.72864321,2022-04-15,2022,422,Summer_cro,3,Summer crop
34.48873471,46.78038477,2022-04-15,2022,423,Winter_cer,1,Winter cereals
38.6593256,47.67697901,2022-04-15,2022,425,Summer_cro,3,Summer crop
33.84730159,46.8901718,2022-04-15,2022,426,Rapeseed,2,Rapeseed
26.13247463,48.88955176,2022-04-15,2022,429,Rapeseed,2,Rapeseed
34.17198036,47.09288565,2022-04-15,2022,431,Winter_cer,1,Winter cereals
35.68459324,49.1427717,2022-04-15,2022,432,Summer_cro,3,Summer crop
32.70676315,48.99542532,2022-04-15,2022,433,Summer_cro,3,Summer crop
37.47845102,49.57614856,2022-04-15,2022,437,Summer_cro,3,Summer crop
35.7312886,48.75233652,2022-04-15,2022,439,Summer_cro,3,Summer crop
30.42084406,48.02956999,2022-04-15,2022,440,Summer_cro,3,Summer crop
33.40669039,45.48975555,2022-04-15,2022,441,Summer_cro,3,Summer crop
36.26614696,49.32045755,2022-04-15,2022,442,Summer_cro,3,Summer crop
34.11814346,45.5538906,2022-04-15,2022,443,Summer_cro,3,Summer crop
32.62280842,51.05374207,2022-04-15,2022,446,Rapeseed,2,Rapeseed
37.80328258,49.17422238,2022-04-15,2022,447,Rapeseed,2,Rapeseed
34.18995963,48.29313085,2022-04-15,2022,448,Summer_cro,3,Summer crop
35.04324609,47.26093698,2022-04-15,2022,449,Winter_cer,1,Winter cereals
30.9456482,48.3665433,2022-04-15,2022,450,Summer_cro,3,Summer crop
36.16587577,49.7872855,2022-04-15,2022,451,Summer_cro,3,Summer crop
32.91169255,46.30427861,2022-04-15,2022,452,Summer_cro,3,Summer crop
33.32664747,47.2865739,2022-04-15,2022,453,Rapeseed,2,Rapeseed
37.07762368,47.35488874,2022-04-15,2022,454,Summer_cro,3,Summer crop
33.57564304,46.41600522,2022-04-15,2022,456,Rapeseed,2,Rapeseed
33.88306245,50.54077633,2022-04-15,2022,457,Summer_cro,3,Summer crop
36.60403954,46.97951714,2022-04-15,2022,458,Rapeseed,2,Rapeseed
32.83789116,47.60026811,2022-04-15,2022,459,Winter_cer,1,Winter cereals
37.05650129,49.52233689,2022-04-15,2022,460,Summer_cro,3,Summer crop
28.37362251,48.5573704,2022-04-15,2022,461,Rapeseed,2,Rapeseed
