longitude,latitude,time,year,original_class,class_cropland_full,label_cropland_full
31.37486449,49.23409014,2023-04-15,2023,Cultivated,1,Cropland
31.37486449,49.23409014,2024-04-15,2024,Cultivated,1,Cropland
36.90681087,47.56657175,2021-04-15,2021,Non-crop,2,Non-cropland
36.90681087,47.56657175,2022-04-15,2022,Non-crop,2,Non-cropland
36.90681087,47.56657175,2023-04-15,2023,Non-crop,2,Non-cropland
36.90681087,47.56657175,2024-04-15,2024,Non-crop,2,Non-cropland
33.4922956,48.20198074,2021-04-15,2021,Non-crop,2,Non-cropland
33.4922956,48.20198074,2022-04-15,2022,Non-crop,2,Non-cropland
33.4922956,48.20198074,2023-04-15,2023,Non-crop,2,Non-cropland
33.4922956,48.20198074,2024-04-15,2024,Non-crop,2,Non-cropland
26.54291289,49.43315224,2021-04-15,2021,Non-crop,2,Non-cropland
26.54291289,49.43315224,2022-04-15,2022,Non-crop,2,Non-cropland
26.54291289,49.43315224,2023-04-15,2023,Non-crop,2,Non-cropland
26.54291289,49.43315224,2024-04-15,2024,Non-crop,2,Non-cropland
39.14182829,49.50889938,2021-04-15,2021,Cultivated,1,Cropland
39.14182829,49.50889938,2022-04-15,2022,Cultivated,1,Cropland
39.14182829,49.50889938,2023-04-15,2023,Cultivated,1,Cropland
39.14182829,49.50889938,2024-04-15,2024,Cultivated,1,Cropland
29.0985736,49.91817097,2021-04-15,2021,Cultivated,1,Cropland
29.0985736,49.91817097,2022-04-15,2022,Cultivated,1,Cropland
29.0985736,49.91817097,2023-04-15,2023,Cultivated,1,Cropland
29.0985736,49.91817097,2024-04-15,2024,Cultivated,1,Cropland
27.85361433,51.50823492,2021-04-15,2021,Non-crop,2,Non-cropland
27.85361433,51.50823492,2022-04-15,2022,Non-crop,2,Non-cropland
27.85361433,51.50823492,2023-04-15,2023,Non-crop,2,Non-cropland
27.85361433,51.50823492,2024-04-15,2024,Non-crop,2,Non-cropland
32.12918515,46.30848406,2021-04-15,2021,Cultivated,1,Cropland
32.12918515,46.30848406,2022-04-15,2022,Cultivated,1,Cropland
32.12918515,46.30848406,2023-04-15,2023,Cultivated,1,Cropland
32.12918515,46.30848406,2024-04-15,2024,Fallow,4,Fallow
35.25569666,48.20276381,2021-04-15,2021,Cultivated,1,Cropland
35.25569666,48.20276381,2022-04-15,2022,Cultivated,1,Cropland
35.25569666,48.20276381,2023-04-15,2023,Cultivated,1,Cropland
35.25569666,48.20276381,2024-04-15,2024,Cultivated,1,Cropland
30.20685842,48.30099553,2021-04-15,2021,Cultivated,1,Cropland
30.20685842,48.30099553,2022-04-15,2022,Cultivated,1,Cropland
30.20685842,48.30099553,2023-04-15,2023,Cultivated,1,Cropland
30.20685842,48.30099553,2024-04-15,2024,Cultivated,1,Cropland
30.47789058,48.31638899,2021-04-15,2021,Cultivated,1,Cropland
30.47789058,48.31638899,2022-04-15,2022,Cultivated,1,Cropland
30.47789058,48.31638899,2023-04-15,2023,Cultivated,1,Cropland
30.47789058,48.31638899,2024-04-15,2024,Cultivated,1,Cropland
31.15436934,49.85343023,2021-04-15,2021,Cultivated,1,Cropland
31.15436934,49.85343023,2022-04-15,2022,Cultivated,1,Cropland
31.15436934,49.85343023,2023-04-15,2023,Cultivated,1,Cropland
31.15436934,49.85343023,2024-04-15,2024,Cultivated,1,Cropland
30.54333258,46.29564423,2021-04-15,2021,Cultivated,1,Cropland
30.54333258,46.29564423,2022-04-15,2022,Cultivated,1,Cropland
30.54333258,46.29564423,2023-04-15,2023,Cultivated,1,Cropland
30.54333258,46.29564423,2024-04-15,2024,Cultivated,1,Cropland
31.52050239,47.53305265,2021-04-15,2021,Cultivated,1,Cropland
31.52050239,47.53305265,2022-04-15,2022,Cultivated,1,Cropland
31.52050239,47.53305265,2023-04-15,2023,Cultivated,1,Cropland
31.52050239,47.53305265,2024-04-15,2024,Cultivated,1,Cropland
33.03971009,51.33827761,2021-04-15,2021,Non-crop,2,Non-cropland
33.03971009,51.33827761,2022-04-15,2022,Non-crop,2,Non-cropland
33.03971009,51.33827761,2023-04-15,2023,Cultivated,1,Cropland
33.03971009,51.33827761,2024-04-15,2024,Cultivated,1,Cropland
32.62933274,49.17800177,2021-04-15,2021,Cultivated,1,Cropland
32.62933274,49.17800177,2022-04-15,2022,Cultivated,1,Cropland
32.62933274,49.17800177,2023-04-15,2023,Cultivated,1,Cropland
32.62933274,49.17800177,2024-04-15,2024,Cultivated,1,Cropland
35.56062008,49.22951238,2021-04-15,2021,Cultivated,1,Cropland
35.56062008,49.22951238,2022-04-15,2022,Cultivated,1,Cropland
35.56062008,49.22951238,2023-04-15,2023,Cultivated,1,Cropland
35.56062008,49.22951238,2024-04-15,2024,Cultivated,1,Cropland
29.11195719,48.12115512,2021-04-15,2021,Non-crop,2,Non-cropland
29.11195719,48.12115512,2022-04-15,2022,Non-crop,2,Non-cropland
29.11195719,48.12115512,2023-04-15,2023,Non-crop,2,Non-cropland
29.11195719,48.12115512,2024-04-15,2024,Non-crop,2,Non-cropland
33.27399036,45.75848494,2021-04-15,2021,Non-crop,2,Non-cropland
33.27399036,45.75848494,2022-04-15,2022,Non-crop,2,Non-cropland
33.27399036,45.75848494,2023-04-15,2023,Non-crop,2,Non-cropland
33.27399036,45.75848494,2024-04-15,2024,Non-crop,2,Non-cropland
25.93148804,50.52406418,2021-04-15,2021,Cultivated,1,Cropland
25.93148804,50.52406418,2022-04-15,2022,Cultivated,1,Cropland
25.93148804,50.52406418,2023-04-15,2023,Cultivated,1,Cropland
25.93148804,50.52406418,2024-04-15,2024,Cultivated,1,Cropland
25.17899059,51.26700411,2021-04-15,2021,Non-crop,2,Non-cropland
25.17899059,51.26700411,2022-04-15,2022,Non-crop,2,Non-cropland
25.17899059,51.26700411,2023-04-15,2023,Non-crop,2,Non-cropland
25.17899059,51.26700411,2024-04-15,2024,Non-crop,2,Non-cropland
35.78039732,49.38761969,2021-04-15,2021,Cultivated,1,Cropland
35.78039732,49.38761969,2022-04-15,2022,Cultivated,1,Cropland
35.78039732,49.38761969,2023-04-15,2023,Cultivated,1,Cropland
35.78039732,49.38761969,2024-04-15,2024,Cultivated,1,Cropland
26.36166779,49.33563778,2021-04-15,2021,Cultivated,1,Cropland
26.36166779,49.33563778,2022-04-15,2022,Cultivated,1,Cropland
26.36166779,49.33563778,2023-04-15,2023,Cultivated,1,Cropland
26.36166779,49.33563778,2024-04-15,2024,Cultivated,1,Cropland
33.43135581,50.44795326,2021-04-15,2021,Cultivated,1,Cropland
33.43135581,50.44795326,2022-04-15,2022,Fallow,4,Fallow
33.43135581,50.44795326,2023-04-15,2023,Cultivated,1,Cropland
33.43135581,50.44795326,2024-04-15,2024,Cultivated,1,Cropland
24.87737049,48.12298323,2021-04-15,2021,Non-crop,2,Non-cropland
24.87737049,48.12298323,2022-04-15,2022,Non-crop,2,Non-cropland
24.87737049,48.12298323,2023-04-15,2023,Non-crop,2,Non-cropland
24.87737049,48.12298323,2024-04-15,2024,Non-crop,2,Non-cropland
33.81081898,51.42056102,2021-04-15,2021,Cultivated,1,Cropland
33.81081898,51.42056102,2022-04-15,2022,Cultivated,1,Cropland
33.81081898,51.42056102,2023-04-15,2023,Cultivated,1,Cropland
33.81081898,51.42056102,2024-04-15,2024,Cultivated,1,Cropland
37.74343206,47.61257584,2021-04-15,2021,Cultivated,1,Cropland
37.74343206,47.61257584,2022-04-15,2022,Fallow,4,Fallow
37.74343206,47.61257584,2023-04-15,2023,Cultivated,1,Cropland
37.74343206,47.61257584,2024-04-15,2024,Cultivated,1,Cropland
39.14800831,49.63669992,2021-04-15,2021,Non-crop,2,Non-cropland
39.14800831,49.63669992,2022-04-15,2022,Non-crop,2,Non-cropland
39.14800831,49.63669992,2023-04-15,2023,Non-crop,2,Non-cropland
39.14800831,49.63669992,2024-04-15,2024,Non-crop,2,Non-cropland
35.72494655,48.29800608,2021-04-15,2021,Cultivated,1,Cropland
35.72494655,48.29800608,2022-04-15,2022,Cultivated,1,Cropland
35.72494655,48.29800608,2023-04-15,2023,Cultivated,1,Cropland
35.72494655,48.29800608,2024-04-15,2024,Fallow,4,Fallow
30.30357131,51.12045922,2021-04-15,2021,Non-crop,2,Non-cropland
30.30357131,51.12045922,2022-04-15,2022,Non-crop,2,Non-cropland
30.30357131,51.12045922,2023-04-15,2023,Non-crop,2,Non-cropland
30.30357131,51.12045922,2024-04-15,2024,Non-crop,2,Non-cropland
31.00551259,50.0386519,2021-04-15,2021,Non-crop,2,Non-cropland
31.00551259,50.0386519,2022-04-15,2022,Non-crop,2,Non-cropland
31.00551259,50.0386519,2023-04-15,2023,Non-crop,2,Non-cropland
31.00551259,50.0386519,2024-04-15,2024,Non-crop,2,Non-cropland
35.2558007,47.31877924,2021-04-15,2021,Cultivated,1,Cropland
35.2558007,47.31877924,2022-04-15,2022,Cultivated,1,Cropland
35.2558007,47.31877924,2023-04-15,2023,Abandoned,3,Abandoned
35.2558007,47.31877924,2024-04-15,2024,Abandoned,3,Abandoned
32.49422523,46.79930894,2021-04-15,2021,Cultivated,1,Cropland
32.49422523,46.79930894,2022-04-15,2022,Cultivated,1,Cropland
32.49422523,46.79930894,2023-04-15,2023,Cultivated,1,Cropland
32.49422523,46.79930894,2024-04-15,2024,Cultivated,1,Cropland
30.84341161,47.97365959,2021-04-15,2021,Cultivated,1,Cropland
30.84341161,47.97365959,2022-04-15,2022,Cultivated,1,Cropland
30.84341161,47.97365959,2023-04-15,2023,Cultivated,1,Cropland
30.84341161,47.97365959,2024-04-15,2024,Cultivated,1,Cropland
27.67671569,49.35402621,2021-04-15,2021,Cultivated,1,Cropland
27.67671569,49.35402621,2022-04-15,2022,Cultivated,1,Cropland
27.67671569,49.35402621,2023-04-15,2023,Cultivated,1,Cropland
27.67671569,49.35402621,2024-04-15,2024,Cultivated,1,Cropland
33.15040522,50.08874109,2021-04-15,2021,Non-crop,2,Non-cropland
33.15040522,50.08874109,2022-04-15,2022,Non-crop,2,Non-cropland
33.15040522,50.08874109,2023-04-15,2023,Non-crop,2,Non-cropland
33.15040522,50.08874109,2024-04-15,2024,Non-crop,2,Non-cropland
35.33447003,48.88760579,2021-04-15,2021,Non-crop,2,Non-cropland
35.33447003,48.88760579,2022-04-15,2022,Non-crop,2,Non-cropland
35.33447003,48.88760579,2023-04-15,2023,Non-crop,2,Non-cropland
35.33447003,48.88760579,2024-04-15,2024,Non-crop,2,Non-cropland
25.05198386,51.85455826,2021-04-15,2021,Non-crop,2,Non-cropland
25.05198386,51.85455826,2022-04-15,2022,Non-crop,2,Non-cropland
25.05198386,51.85455826,2023-04-15,2023,Non-crop,2,Non-cropland
25.05198386,51.85455826,2024-04-15,2024,Non-crop,2,Non-cropland
33.60656521,50.40387494,2021-04-15,2021,Cultivated,1,Cropland
33.60656521,50.40387494,2022-04-15,2022,Cultivated,1,Cropland
33.60656521,50.40387494,2023-04-15,2023,Cultivated,1,Cropland
33.60656521,50.40387494,2024-04-15,2024,Cultivated,1,Cropland
36.57588387,47.39872068,2021-04-15,2021,Cultivated,1,Cropland
36.57588387,47.39872068,2022-04-15,2022,Cultivated,1,Cropland
36.57588387,47.39872068,2023-04-15,2023,Abandoned,3,Abandoned
36.57588387,47.39872068,2024-04-15,2024,Abandoned,3,Abandoned
37.91762793,47.74897691,2021-04-15,2021,Cultivated,1,Cropland
37.91762793,47.74897691,2022-04-15,2022,Cultivated,1,Cropland
37.91762793,47.74897691,2023-04-15,2023,Cultivated,1,Cropland
37.91762793,47.74897691,2024-04-15,2024,Cultivated,1,Cropland
32.99200221,49.86836869,2021-04-15,2021,Non-crop,2,Non-cropland
32.99200221,49.86836869,2022-04-15,2022,Non-crop,2,Non-cropland
32.99200221,49.86836869,2023-04-15,2023,Non-crop,2,Non-cropland
32.99200221,49.86836869,2024-04-15,2024,Non-crop,2,Non-cropland
31.15202014,47.42681667,2021-04-15,2021,Cultivated,1,Cropland
31.15202014,47.42681667,2022-04-15,2022,Cultivated,1,Cropland
31.15202014,47.42681667,2023-04-15,2023,Cultivated,1,Cropland
31.15202014,47.42681667,2024-04-15,2024,Cultivated,1,Cropland
35.91166791,49.09585698,2021-04-15,2021,Cultivated,1,Cropland
35.91166791,49.09585698,2022-04-15,2022,Cultivated,1,Cropland
35.91166791,49.09585698,2023-04-15,2023,Cultivated,1,Cropland
35.91166791,49.09585698,2024-04-15,2024,Cultivated,1,Cropland
35.17741638,50.606341,2021-04-15,2021,Cultivated,1,Cropland
35.17741638,50.606341,2022-04-15,2022,Cultivated,1,Cropland
35.17741638,50.606341,2023-04-15,2023,Cultivated,1,Cropland
35.17741638,50.606341,2024-04-15,2024,Cultivated,1,Cropland
34.53171885,49.17983346,2021-04-15,2021,Cultivated,1,Cropland
34.53171885,49.17983346,2022-04-15,2022,Cultivated,1,Cropland
34.53171885,49.17983346,2023-04-15,2023,Cultivated,1,Cropland
34.53171885,49.17983346,2024-04-15,2024,Cultivated,1,Cropland
25.09350363,50.03722887,2021-04-15,2021,Cultivated,1,Cropland
25.09350363,50.03722887,2022-04-15,2022,Cultivated,1,Cropland
25.09350363,50.03722887,2023-04-15,2023,Cultivated,1,Cropland
25.09350363,50.03722887,2024-04-15,2024,Cultivated,1,Cropland
33.78223186,44.72328354,2021-04-15,2021,Non-crop,2,Non-cropland
33.78223186,44.72328354,2022-04-15,2022,Non-crop,2,Non-cropland
33.78223186,44.72328354,2023-04-15,2023,Non-crop,2,Non-cropland
33.78223186,44.72328354,2024-04-15,2024,Non-crop,2,Non-cropland
33.74565564,48.52981692,2021-04-15,2021,Cultivated,1,Cropland
33.74565564,48.52981692,2022-04-15,2022,Cultivated,1,Cropland
33.74565564,48.52981692,2023-04-15,2023,Cultivated,1,Cropland
33.74565564,48.52981692,2024-04-15,2024,Cultivated,1,Cropland
33.00794866,45.39751285,2021-04-15,2021,Non-crop,2,Non-cropland
33.00794866,45.39751285,2022-04-15,2022,Non-crop,2,Non-cropland
33.00794866,45.39751285,2023-04-15,2023,Non-crop,2,Non-cropland
33.00794866,45.39751285,2024-04-15,2024,Non-crop,2,Non-cropland
32.02374,47.49671243,2021-04-15,2021,Cultivated,1,Cropland
32.02374,47.49671243,2022-04-15,2022,Cultivated,1,Cropland
32.02374,47.49671243,2023-04-15,2023,Cultivated,1,Cropland
32.02374,47.49671243,2024-04-15,2024,Cultivated,1,Cropland
28.51943845,50.75522371,2021-04-15,2021,Non-crop,2,Non-cropland
28.51943845,50.75522371,2022-04-15,2022,Non-crop,2,Non-cropland
28.51943845,50.75522371,2023-04-15,2023,Non-crop,2,Non-cropland
28.51943845,50.75522371,2024-04-15,2024,Non-crop,2,Non-cropland
33.02241658,48.01531278,2021-04-15,2021,Cultivated,1,Cropland
33.02241658,48.01531278,2022-04-15,2022,Cultivated,1,Cropland
33.02241658,48.01531278,2023-04-15,2023,Cultivated,1,Cropland
33.02241658,48.01531278,2024-04-15,2024,Cultivated,1,Cropland
30.06242504,50.8394003,2021-04-15,2021,Cultivated,1,Cropland
30.06242504,50.8394003,2022-04-15,2022,Fallow,4,Fallow
30.06242504,50.8394003,2023-04-15,2023,Cultivated,1,Cropland
30.06242504,50.8394003,2024-04-15,2024,Cultivated,1,Cropland
25.43899873,48.21202806,2021-04-15,2021,Cultivated,1,Cropland
25.43899873,48.21202806,2022-04-15,2022,Cultivated,1,Cropland
25.43899873,48.21202806,2023-04-15,2023,Cultivated,1,Cropland
25.43899873,48.21202806,2024-04-15,2024,Cultivated,1,Cropland
37.0609107,47.4932661,2021-04-15,2021,Cultivated,1,Cropland
37.0609107,47.4932661,2022-04-15,2022,Cultivated,1,Cropland
37.0609107,47.4932661,2023-04-15,2023,Cultivated,1,Cropland
37.0609107,47.4932661,2024-04-15,2024,Cultivated,1,Cropland
39.58845431,48.49990118,2021-04-15,2021,Cultivated,1,Cropland
39.58845431,48.49990118,2022-04-15,2022,Cultivated,1,Cropland
39.58845431,48.49990118,2023-04-15,2023,Cultivated,1,Cropland
39.58845431,48.49990118,2024-04-15,2024,Cultivated,1,Cropland
27.48918056,49.08783994,2021-04-15,2021,Cultivated,1,Cropland
27.48918056,49.08783994,2022-04-15,2022,Cultivated,1,Cropland
27.48918056,49.08783994,2023-04-15,2023,Cultivated,1,Cropland
27.48918056,49.08783994,2024-04-15,2024,Cultivated,1,Cropland
39.82658026,49.47529475,2021-04-15,2021,Cultivated,1,Cropland
39.82658026,49.47529475,2022-04-15,2022,Fallow,4,Fallow
39.82658026,49.47529475,2023-04-15,2023,Cultivated,1,Cropland
39.82658026,49.47529475,2024-04-15,2024,Cultivated,1,Cropland
33.29341203,49.51137687,2021-04-15,2021,Cultivated,1,Cropland
33.29341203,49.51137687,2022-04-15,2022,Cultivated,1,Cropland
33.29341203,49.51137687,2023-04-15,2023,Cultivated,1,Cropland
33.29341203,49.51137687,2024-04-15,2024,Cultivated,1,Cropland
31.4596049,50.33168287,2021-04-15,2021,Non-crop,2,Non-cropland
31.4596049,50.33168287,2022-04-15,2022,Non-crop,2,Non-cropland
31.4596049,50.33168287,2023-04-15,2023,Non-crop,2,Non-cropland
31.4596049,50.33168287,2024-04-15,2024,Non-crop,2,Non-cropland
33.04358054,51.33688783,2021-04-15,2021,Non-crop,2,Non-cropland
33.04358054,51.33688783,2022-04-15,2022,Non-crop,2,Non-cropland
33.04358054,51.33688783,2023-04-15,2023,Non-crop,2,Non-cropland
33.04358054,51.33688783,2024-04-15,2024,Non-crop,2,Non-cropland
25.933659,50.50283606,2021-04-15,2021,Non-crop,2,Non-cropland
25.933659,50.50283606,2022-04-15,2022,Non-crop,2,Non-cropland
25.933659,50.50283606,2023-04-15,2023,Non-crop,2,Non-cropland
25.933659,50.50283606,2024-04-15,2024,Non-crop,2,Non-cropland
31.68170974,48.31062168,2021-04-15,2021,Cultivated,1,Cropland
31.68170974,48.31062168,2022-04-15,2022,Cultivated,1,Cropland
31.68170974,48.31062168,2023-04-15,2023,Cultivated,1,Cropland
31.68170974,48.31062168,2024-04-15,2024,Cultivated,1,Cropland
37.70630217,47.46480427,2021-04-15,2021,Cultivated,1,Cropland
37.70630217,47.46480427,2022-04-15,2022,Cultivated,1,Cropland
37.70630217,47.46480427,2023-04-15,2023,Cultivated,1,Cropland
37.70630217,47.46480427,2024-04-15,2024,Abandoned,3,Abandoned
33.88601304,45.27250782,2021-04-15,2021,Cultivated,1,Cropland
33.88601304,45.27250782,2022-04-15,2022,Cultivated,1,Cropland
33.88601304,45.27250782,2023-04-15,2023,Cultivated,1,Cropland
33.88601304,45.27250782,2024-04-15,2024,Cultivated,1,Cropland
32.66412521,50.30433157,2021-04-15,2021,Cultivated,1,Cropland
32.66412521,50.30433157,2022-04-15,2022,Cultivated,1,Cropland
32.66412521,50.30433157,2023-04-15,2023,Cultivated,1,Cropland
32.66412521,50.30433157,2024-04-15,2024,Cultivated,1,Cropland
32.2715327,50.00710841,2021-04-15,2021,Cultivated,1,Cropland
32.2715327,50.00710841,2022-04-15,2022,Cultivated,1,Cropland
32.2715327,50.00710841,2023-04-15,2023,Cultivated,1,Cropland
32.2715327,50.00710841,2024-04-15,2024,Cultivated,1,Cropland
30.10181135,50.02470447,2021-04-15,2021,Cultivated,1,Cropland
30.10181135,50.02470447,2022-04-15,2022,Cultivated,1,Cropland
30.10181135,50.02470447,2023-04-15,2023,Cultivated,1,Cropland
30.10181135,50.02470447,2024-04-15,2024,Cultivated,1,Cropland
31.32401972,48.12786399,2021-04-15,2021,Cultivated,1,Cropland
31.32401972,48.12786399,2022-04-15,2022,Cultivated,1,Cropland
31.32401972,48.12786399,2023-04-15,2023,Cultivated,1,Cropland
31.32401972,48.12786399,2024-04-15,2024,Cultivated,1,Cropland
35.78426068,46.98934794,2021-04-15,2021,Cultivated,1,Cropland
35.78426068,46.98934794,2022-04-15,2022,Cultivated,1,Cropland
35.78426068,46.98934794,2023-04-15,2023,Fallow,4,Fallow
35.78426068,46.98934794,2024-04-15,2024,Cultivated,1,Cropland
38.59458258,48.08242609,2021-04-15,2021,Non-crop,2,Non-cropland
38.59458258,48.08242609,2022-04-15,2022,Non-crop,2,Non-cropland
38.59458258,48.08242609,2023-04-15,2023,Non-crop,2,Non-cropland
38.59458258,48.08242609,2024-04-15,2024,Non-crop,2,Non-cropland
29.91563303,49.48666394,2021-04-15,2021,Cultivated,1,Cropland
29.91563303,49.48666394,2022-04-15,2022,Cultivated,1,Cropland
29.91563303,49.48666394,2023-04-15,2023,Cultivated,1,Cropland
29.91563303,49.48666394,2024-04-15,2024,Cultivated,1,Cropland
36.46959923,45.36199534,2021-04-15,2021,Non-crop,2,Non-cropland
36.46959923,45.36199534,2022-04-15,2022,Non-crop,2,Non-cropland
36.46959923,45.36199534,2023-04-15,2023,Non-crop,2,Non-cropland
36.46959923,45.36199534,2024-04-15,2024,Non-crop,2,Non-cropland
31.7514341,50.84429359,2021-04-15,2021,Cultivated,1,Cropland
31.7514341,50.84429359,2022-04-15,2022,Cultivated,1,Cropland
31.7514341,50.84429359,2023-04-15,2023,Cultivated,1,Cropland
31.7514341,50.84429359,2024-04-15,2024,Cultivated,1,Cropland
29.52648769,48.31640599,2021-04-15,2021,Cultivated,1,Cropland
29.52648769,48.31640599,2022-04-15,2022,Cultivated,1,Cropland
29.52648769,48.31640599,2023-04-15,2023,Cultivated,1,Cropland
29.52648769,48.31640599,2024-04-15,2024,Cultivated,1,Cropland
32.38502197,51.36533536,2021-04-15,2021,Cultivated,1,Cropland
32.38502197,51.36533536,2022-04-15,2022,Cultivated,1,Cropland
32.38502197,51.36533536,2023-04-15,2023,Fallow,4,Fallow
32.38502197,51.36533536,2024-04-15,2024,Cultivated,1,Cropland
29.30103117,46.21640885,2021-04-15,2021,Cultivated,1,Cropland
29.30103117,46.21640885,2022-04-15,2022,Cultivated,1,Cropland
29.30103117,46.21640885,2023-04-15,2023,Cultivated,1,Cropland
29.30103117,46.21640885,2024-04-15,2024,Cultivated,1,Cropland
30.44987753,46.72589303,2021-04-15,2021,Non-crop,2,Non-cropland
30.44987753,46.72589303,2022-04-15,2022,Non-crop,2,Non-cropland
30.44987753,46.72589303,2023-04-15,2023,Non-crop,2,Non-cropland
30.44987753,46.72589303,2024-04-15,2024,Non-crop,2,Non-cropland
24.44264796,49.83786409,2021-04-15,2021,Non-crop,2,Non-cropland
24.44264796,49.83786409,2022-04-15,2022,Non-crop,2,Non-cropland
24.44264796,49.83786409,2023-04-15,2023,Non-crop,2,Non-cropland
24.44264796,49.83786409,2024-04-15,2024,Non-crop,2,Non-cropland
30.4762699,49.53085136,2021-04-15,2021,Non-crop,2,Non-cropland
30.4762699,49.53085136,2022-04-15,2022,Non-crop,2,Non-cropland
30.4762699,49.53085136,2023-04-15,2023,Non-crop,2,Non-cropland
30.4762699,49.53085136,2024-04-15,2024,Non-crop,2,Non-cropland
28.0229413,50.41321929,2021-04-15,2021,Cultivated,1,Cropland
28.0229413,50.41321929,2022-04-15,2022,Cultivated,1,Cropland
28.0229413,50.41321929,2023-04-15,2023,Cultivated,1,Cropland
28.0229413,50.41321929,2024-04-15,2024,Cultivated,1,Cropland
24.93623087,47.73793534,2021-04-15,2021,Non-crop,2,Non-cropland
24.93623087,47.73793534,2022-04-15,2022,Non-crop,2,Non-cropland
24.93623087,47.73793534,2023-04-15,2023,Non-crop,2,Non-cropland
24.93623087,47.73793534,2024-04-15,2024,Non-crop,2,Non-cropland
33.41144025,48.16547274,2021-04-15,2021,Cultivated,1,Cropland
33.41144025,48.16547274,2022-04-15,2022,Cultivated,1,Cropland
33.41144025,48.16547274,2023-04-15,2023,Cultivated,1,Cropland
33.41144025,48.16547274,2024-04-15,2024,Cultivated,1,Cropland
38.2372628,49.85344367,2021-04-15,2021,Cultivated,1,Cropland
38.2372628,49.85344367,2022-04-15,2022,Cultivated,1,Cropland
38.2372628,49.85344367,2023-04-15,2023,Abandoned,3,Abandoned
38.2372628,49.85344367,2024-04-15,2024,Fallow,4,Fallow
34.60130396,48.7750741,2021-04-15,2021,Cultivated,1,Cropland
34.60130396,48.7750741,2022-04-15,2022,Cultivated,1,Cropland
34.60130396,48.7750741,2023-04-15,2023,Cultivated,1,Cropland
34.60130396,48.7750741,2024-04-15,2024,Cultivated,1,Cropland
24.8830731,49.10765008,2021-04-15,2021,Non-crop,2,Non-cropland
24.8830731,49.10765008,2022-04-15,2022,Non-crop,2,Non-cropland
24.8830731,49.10765008,2023-04-15,2023,Non-crop,2,Non-cropland
24.8830731,49.10765008,2024-04-15,2024,Non-crop,2,Non-cropland
23.03229037,48.46913727,2021-04-15,2021,Non-crop,2,Non-cropland
23.03229037,48.46913727,2022-04-15,2022,Non-crop,2,Non-cropland
23.03229037,48.46913727,2023-04-15,2023,Non-crop,2,Non-cropland
23.03229037,48.46913727,2024-04-15,2024,Non-crop,2,Non-cropland
32.70393953,49.56229669,2021-04-15,2021,Non-crop,2,Non-cropland
32.70393953,49.56229669,2022-04-15,2022,Non-crop,2,Non-cropland
32.70393953,49.56229669,2023-04-15,2023,Non-crop,2,Non-cropland
32.70393953,49.56229669,2024-04-15,2024,Non-crop,2,Non-cropland
33.91962543,50.22245326,2021-04-15,2021,Non-crop,2,Non-cropland
33.91962543,50.22245326,2022-04-15,2022,Non-crop,2,Non-cropland
33.91962543,50.22245326,2023-04-15,2023,Non-crop,2,Non-cropland
33.91962543,50.22245326,2024-04-15,2024,Non-crop,2,Non-cropland
38.59082076,47.79432687,2021-04-15,2021,Non-crop,2,Non-cropland
38.59082076,47.79432687,2022-04-15,2022,Non-crop,2,Non-cropland
